text,hate
NYT: “Ms. Conway’s violations... Her actions thus erode the principal foundation of our democratic system — the rule of law.”    BLOB: that’s Trump’s intent.    https://t.co/biLqop4mku   #resist #TrumpIsATraitor,0
I'm a class 11 student... I want to ask the government....What the hell is happening??,1
" @BorisJohnson has created a new Office for Veterans' Affairs to provide lifelong support to military personnel.     Headed up by Oliver Dowden and @JohnnyMercerUK, it will deliver the care our veterans deserve - from mental and physical health to education & employment.",0
"Hats off Ms.Kangana. I would like to say to Mr.Karan, that it was your show, you should have given your answers that time only, not afterwards, like a coward. You should have the guts that time only.",1
It is just a moral boost for Non BJP parties.,0
Tjer a whole doctor that can't even burn a book. No fuck man. Mmabtho should've went to Durban naye #TheQueenMzansi pic.twitter.com/IHYevZaC4F,1
I am for freedom of speech but against the lampooning freedom of speech of another young person!,1
Congratulations !,0
@RebeccaEMenzies I’d be a twat and reply back like an old English teach and correct all of their grammar 😉 #dickhead,0
"This is Dubai's government. Where the 5-year-old girl was raped, After just 15 minutes of rape, the punishment of death was given.  We want something like this about #Twinkle case.    @myogiadityanath @AmitShah   #JusticeForTwinkleSharma #crime #Dubai #JusticeForTwinkle #rapist https://t.co/rjyGIdNnY0",0
She is rescue minister.,0
"@TheRealOJ32 'Gettin' even to do?!?!'  You sure that's the hot take you wanna roll with on your debut, what with the murdering and all?? #OJSimpson #murderer",0
Who can question someone who is quite N does nothing except being a puppet.,1
Thank you for so kindly correcting my spelling. ,0
Welldone CM saahib,0
Same headlines in all news reports... Ha ha ha..... Real yellow journalism.... The lines were decided by Amit shah and gang.... I had watched the entire vedio he had pulled the legs of all politicians including Modi many times and also central govt.... He was asking people to think beyond politics... That's all.... Not any vielded attack Arvind Kejriwal as you have mentioned...!!!!,1
Yummy,0
"You are given many Constitutional protections...However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",1
say something sensible... wrong analogies does not make any sense.,1
"it's amazing how you can be such a disgrace to the US, somalia and islam all at once",1
"@ShravanRawal11 @ngosofia @narendramodi Bro, #IndianJurisdiction &amp; #IndianLawSystem and needs to think and implement such Laws...    Taaki Aage se koi bhi #Rapist agar dimag me khayal bhi laaye to uski soch se pehle uski Patloon gili ho jaani chahiye... And that's how such incidences cannot be happened henceforth...",0
If exit polls decide the election  results then govt should stop election,1
No Repulican took him seriously No one really supported him still he made it,0
Has any of the #England games been abandoned due to rain? #ShameOnICC #ENGvsWI,1
"The complaint that airtel is playing fool with customer: I had gone for plan change on my postpaid number 9789693896. I registered through the website. I was informed that the it will be confirmed in 4 hrs. I did not get any conformation whatsoever. Second time I attempted changing of plan got the same response that this will be confirmed in 4 hrs. Again nothing was received as confirmation or whatsoever. Suddenly an hour back I received a call from chennai saying that the plan change has not taken place and I was advised to contact the call center. When informed to the call center none were capable of doing anything the call was transferred to the ma0er and he repeated whatever the earlier fellows was saying that was ultimately of no use.
If I change plan all the benefits like free internet package offers that was there will be removed. That is the only contention and they refuse take up the request of the plan change in between such that it takes effect on from next billing cycle. but earlier it was done for withdrawing a package but it had an effect on next billing cycle.
Every time they create problem and we have to suffer. Call center or the voice support is simply useless as we have to spend our valuable time listening to their nonsense blah...blah and repeated automated messages.
It is really doubtful that airtel is really interested in resolving the issues of the customer.",1
Kerala beef fry is delicious with rice cake...,0
It's open jungle Raaz.,1
@MEchoed #Assange is not a #rapist  https://t.co/M4sfW7csXC,0
"This is not an isolated event, it's happening in every medical college. Stop consuming yellow journalism.  #DoNotQuestionOurHumanity  #DoctorsProtest   #DoctorsFightBack   #DoctorsUnderOppression",0
"Not only presstitutes sir, our libtards leaders and sickuliar people tooo",1
"agni with love .....what is the rack stock of agni 1 , agni 2 , agni 3 , agni 4 , agni 5 ...........let me have a guess agni -8 numbers , agni 1--12 numbers, agni 3 -10 numbers , agni 4 -4 numbers , agni 5 -1 in  number , agni 6 - under pipe line  ...total nuclear capability -1oo nukes can be made  , that can be fixed ......drdo check your rack stock....from daddy cool",0
"Yes sir. That, of course will happen. When cow become President, PM, CM, MP, MLA and human loiter on road foraging for food, dying after swallowing plastic.",1
Abhi kyon poch rahe ho pm ji phale to badi badi batein karte tha hamare pm saab,1
Just a reminder of what an arse Johnson is. He will never be my PM. #BorisJohnsonShouldNotBePM https://t.co/8vlWsQcfth,1
"#IndiavsAustralia, #ICCCricketWorldCup2019 Match Preview: IND Take On AUS Amid MS Dhoni's Glove Controversy  https://t.co/uJAhUCdLfR  #DhoniKeepsTheGlove #INDvsAUS #AusVsInd",0
Everyone who opposes are the ones who cannot do anythn and comment just.,1
"Sri0ar : 1 Security Personnel Killed, 11 CRPF Officials Injured In Grenade Attack",0
"Keep on maintaining relation with this ISIS backing Dictator Erodgan, and let our jawans martyr on daily basis in Kashmir, Chhatishgarh, Assam and Manipur",0
ITC Ltd will have huge loses.,1
@QueenMab87 @billmaher  continues to try sooooo hard to remain relevant. #MSM is the only one who cares #LowRatings #LowIQ #DrugAddict #SexFiend #DoucheBag,1
"Oh rss is antisecular,and aimim is secular,even if it fights for election with anti Hindu agenda,hats off to cpm",1
If still bjp want to be in government should take strong action against Natalie.,1
".@AfridaRahmanAli to V Srivatsa, Sr Journalist: The statement, ICC has issued, talks about how reserved days couldn’t have been made because this would make the tournament very long. Is that an argument we should accept? #ShameOnICC https://t.co/2ufUCWeQSY",0
I am with my friend Amarprjt   kumar visvas   भोसडीके,1
"Are you sure rahul.whether i am misinterpret or forget.it was around year 2000's when i read a article about him stating he is illiterate but successfully ma0e to profit indian railways up to 16000crore. This acchievement is the best since 1947.can you tell me what is his degree title is,please?",0
Chiii thuuu... really #ShameOnICC can't even handle that...? Reply my previous tweet !!,1
#JohnMcCainDay not @realDonaldTrump day.  #FuckTrump https://t.co/fpBxa14G7S,0
Buy Piramal enterprises strong buy tgt is ₹ 3500/- 😯😯😯😯😯😯😯😯😯😯😯,0
#ShameOnICC watch england weather report of sunday in star sports network... https://t.co/n8OFAPKMUU,0
Biggest Loot in d history of India. Pls ask Modi ji to declare from where BJP Funding is coming is it not d black money which they convert it into white because they don't need to give any proof from where this money come from!! 😡😡😡😡😡 Modi is fake n big hypocrite,1
Who is this fellow Rohit Kumar Rout,0
WHO ISSUED  LICENSE  TO DRIVE  TO SUCH FOOLS. INDIA  NEEDS STRICT  DRIVING  LAWS,0
"So israel is now like america and the UK, National Fascism has taken control of the country. My Sincere Apologies to the People of Palestine for with america, UK,and israel under nationalist fascism your lives will become harder and the Genocide/Aparthied that you are under will increase in every way.",1
thanx anuj and sonia for view on bank nifty and maruti,0
"Violence has no place in any Civil Society. Mukherjee Nagar incident is sad and condemnable.    Free and fair enquiry should be done , so that no innocent should be punished and guilty should be brought to book.",0
#Trump Hugely Sabotages USA &amp; the World by Blocking Findings on Catastrophic Climate Change #IndictTrump #ClimateChangeIsReal #SaveEarth #ClimateAction #FuckTrump #ClimateChange #EcoWarrior #TreeHugger #ClimateJustice #Progressive #Dems #Resistance #FBR https://t.co/ec0HAkn4ML,0
Goddamit #fucktrump https://t.co/wLiQVcOCtG,0
Totally agree with him,1
you have to laugh at these trolls mohsin,1
Sunday is getting more hotter now !  All the best champ @imVkohli  Few hours to go 🤩 #INDvAUS  #DhoniKeepsTheGlove,0
It will soon vanish from Delhi also then back to Pavilion.,1
So given we lose around 7000 a year (when the Tories aren't forcing cuts on the police) we'll only be down by 1000 in three years time?,0
Did Sushma tell him to go to his Holy country to meet a PEACEFUL END ???,1
"You just live in Dubai, when you are in India, you will know why",0
Oh !  I forget actually  whole pakistan is a jahannum .& choosa  aam by chinese.,0
Mla for sale,1
"the players life is much struggling as the soldiers
player start struggling from their childhood they deserve this and even our soldiers also .",0
Salute our PM...still he is doing fasting...And attending in Looksabha...salute our honorable PM,0
"wake up cnbc ....you are in dream .....author ( me)famous writer of ""my best dream girl "" --> literary award -booker prize pending , noble prize for literature -pending",0
"Unlike Sonam Kapoor , Aishwarya Rai, andother celebs who endrose fairness creams, hair products which inly damage your hair in the end, She is in an advt that will eventually save many from catching STDs and unwanted pregnancies. Where is immorality? Time to ponder.",1
